Block,Address,Layer,Matrix_Position,Diagonal_Value
9816,1DxL4Q9C7YMyW1342hb9j98AmvhvwmeDZL,0,"[88,88]",-27
9820,1N3s9edYGEqFoFR1QpUvjK1YJCXeVzg4c4,0,"[92,92]",-27
9822,16j1Dcff41S8FH6mBzJPkTLwwAJTWhuRs5,0,"[94,94]",-27
9823,1GJmzymuJLmeqzhgbky91286GRhKZQFVYb,0,"[95,95]",-27
9847,19toHiVryozWKPQyc1anqeHs3xUhbCoPZu,0,"[119,119]",27
9848,15arpUhLsTrae2wmnrqGkW5nALPPhTMXYi,0,"[120,120]",-27
9928,16P421cvbkZJsmV3QVTeUF724XMsF57Nxo,0,"[72,72]",-27
9929,14W5Lege1KxPzmPr4Eum1nf1tabW5aojD8,0,"[73,73]",-27
9944,1PrfGKFbAM46YkP2EivAVsooV8Szb5dQqT,0,"[88,88]",-27
9948,1KA1nRhK8vQb7yXhFqjQiQPkjweNHa4QKn,0,"[92,92]",-27
9951,1H7cpwVV7oXMg1URTSEtP5ufgu5Znt3Hah,0,"[95,95]",-27
9976,1ExkM77eadKX8tHoZkVYu1pizCjDxvgdsw,0,"[120,120]",-27
10058,1KN8KVAk18DEbjPZKeQv3RRef1DgqznKwY,0,"[74,74]",-27
10063,1AXCqEfvVavHqheLDshBcPTfrBmqBvmLh,0,"[79,79]",27
10072,1AdJEggZajF3sMLYXGgdAWRqdMR35CwEWA,0,"[88,88]",-27
10076,1J3uXBu7CVuxgry8ksmk68vUnJqLVKTheM,0,"[92,92]",-27
10079,1DtJB7cGYYrbbGJGH3PFNd2HakfGgqNKat,0,"[95,95]",-27
10103,14fPPuoMgzRHNK9VvnfacLk54ig6DSp82T,0,"[119,119]",27
10184,1MWgZZXLR3tMBihJDvUaxmpcf6jHxAZXhe,0,"[72,72]",-27
10185,1Eh9twQyjYUHNWihjcLCR8odCpH3AP8DC4,0,"[73,73]",-27
10186,13xrm2WMStsUcdVds34YBoss9eJy9aubDS,0,"[74,74]",-27
10191,1EBce5AYCz8rFmi1xEdFH6njxdsomhbpaN,0,"[79,79]",27
10200,19XKWeo7bDJ9sYwoaC6DtXWNMURsh5rsw,0,"[88,88]",-27
10204,12CFbqckrrLQFvajoJ5WkMowPhtDAV2x7M,0,"[92,92]",-27
10206,129VRLqXdegRyuAdXH4kF5U5c9pFizwavF,0,"[94,94]",-27
10207,1BQzZVNa8LHwvbG7R9VSpecW3FKmQ5rqMb,0,"[95,95]",-27
10231,1FexZVYS6CAV4QGmJmKsMAnKSnCc7eAzfv,0,"[119,119]",27
10232,15F6mCaqPhDuxwFPFn6qLd6yDZPwnctH4Z,0,"[120,120]",-27
10312,15jHUxq6xjzxnTpXSFWtknDejLA8EdjxWJ,0,"[72,72]",-27
10313,14XwFaksswuFBATEQFBy7eFrqmhz7urb49,0,"[73,73]",-27
10314,179jfdwfzhSscy7aYKD533vWgsUL3yfDRp,0,"[74,74]",-27
10319,1BMmgLyGmnbMtVXiUp5GDTvNuZZkiyLW9c,0,"[79,79]",27
10328,1ALiTsXn2ufnE4mq3QbSFyTqZhnHqZgyeS,0,"[88,88]",-27
10334,1N6ykjkqPkGMdSYiRhWdfMYVtjUQ3GR3ET,0,"[94,94]",-27
10335,17tgnpXxeUHKjoT8UWNShPKVVqMNP1rnn6,0,"[95,95]",-27
10359,1EgG2Agfz3cS4c2v1Y4x67ipBCmjZer7Kq,0,"[119,119]",27
10441,198S7XBReEUfDMcnX7LmuNF3QgmXWLUf9C,0,"[73,73]",-27
10442,1Ds2h5fNUBws3pjgxCzqS8ZPNXgfmrTBs1,0,"[74,74]",-27
10447,182o8AVo1oZWb7bWAJ7EwzYdwHiXLQxg3F,0,"[79,79]",27
10456,1HFGJxwcsgrxE6eEpB6mmSeaCGGMfRHFfD,0,"[88,88]",-27
10460,149mgBdcj72VAW4QZ8YBxT2wZo2UsgYEJ5,0,"[92,92]",-27
10462,1JXcyFFF4RSyVqxTuEZWyCUoDbHQkEkzVm,0,"[94,94]",-27
10487,1JWuTsvokmA3VfkJ6xKCzZdPJDojB38Vit,0,"[119,119]",27
10488,1GjZpfvZCcHr1NNG5HZj4pszD9nHhfoPGR,0,"[120,120]",-27
10568,1PGK9MfsvXejHb9byCyFj1SSrp96VapGvA,0,"[72,72]",-27
10569,176RL3fDYGZDGS5RRWYv57t8en9c1EBYne,0,"[73,73]",-27
10570,1JubxtvjNmUrvupeSh9E2GvaaWj4kettAQ,0,"[74,74]",-27
10575,1HqDgpqVBqm2aw6iNo8WwPQLVHNtwX38dT,0,"[79,79]",27
10584,12sT2M3feXhE56WDgVdx7Dy8z27L3snMdm,0,"[88,88]",-27
10588,1GHdExmcpHrHHGnvUefMpbuTX57V6orjwt,0,"[92,92]",-27
10590,1BJ5phXmLZnUFAfFi5Brrc39zo9cKQ7JBF,0,"[94,94]",-27
10591,1GGR2JgpTQjaWywo5mZuijk4rpeHRauMzT,0,"[95,95]",-27
10615,18D1bM8mMrSj1KKPot8wZTVHAxsLDaid6R,0,"[119,119]",27
10616,1NPn8Gdyr7RhG5TbpkevqAAUfYTgWikf7H,0,"[120,120]",-27
10696,18WWRcUgu7KEZmcapXqeB7XX9riy5ZtjLx,0,"[72,72]",-27
10697,1ByJdVgZ8Bjjaga44bfqgB429Sgyz8SHKr,0,"[73,73]",-27
10698,1Ni96hEbTzB6dn565PM1WkpZqRDnWM3wPs,0,"[74,74]",-27
10703,1C9twRPPDMmUSYjhCLRSvQZJ8Wcq7bk59u,0,"[79,79]",27
10712,1Pnc75UgMFGWZU7VsYeXo3PK2dYWFwgAii,0,"[88,88]",-27
10716,15d8HdyPCaSPBG9V76yVTLjxCrpFwQjYAT,0,"[92,92]",-27
10718,1J5zPsheKWYC8aEPTdTkMDfbcFumsDtrsh,0,"[94,94]",-27
10744,1CEyKmLWbgWKLV5fx4SHg2LamwbjbMLwJ7,0,"[120,120]",-27
10824,1ErdK5ctNd7YtKsQzZCBBUV5mmpkPg2kZE,0,"[72,72]",-27
10826,1F7y5nrbijU9UG12CBtcAx28eYdRfKC88V,0,"[74,74]",-27
10831,1PCpD9R113fPwZgw8Ss1DR7TXFtWsDwqoB,0,"[79,79]",27
10840,152HKZycdL4pmqvH6172Gvu3BF4ztGzdnw,0,"[88,88]",-27
10846,1PH49xBNjtxumt7dJ5oKvuez7g6svdppY5,0,"[94,94]",-27
10847,1NXKcuLKcuaR58ySa2w3Ru4NA9vFF2VvTN,0,"[95,95]",-27
10871,1ATAhWKXPUQQV3FBDzdzYh9W3qeyj7Y2EX,0,"[119,119]",27
10872,1QEnVL7rveHUU96DfVRHmRw4a9TTgRG9fM,0,"[120,120]",-27
10953,1De73yzGdbrWce7eLWsrk8Mh9bEnLMy32g,0,"[73,73]",-27
10954,1GKKDxrtqJGk6bVTvKBTBrjHYKmwNr3toT,0,"[74,74]",-27
10972,1FSpHaFrTd3zYUsgkTfL4RUHy33SQb5NH7,0,"[92,92]",-27
10975,1NkvrBbgoe3qz6b93muz4UELcjTUW1gBtA,0,"[95,95]",-27
10999,1D4HnsG3NTAMKeHShzwiK1vuuxALxzyxdF,0,"[119,119]",27
11081,1Liu4EtZomzNcenvjXHyMWCYyAXhQuhjQL,0,"[73,73]",-27
11082,1HKn8FJwRL5XLkd3mVUwUspbYdGyrfgb7K,0,"[74,74]",-27
11087,1PoXGxbVQvosGVZSJ3C1bNH3XBVr5AihqJ,0,"[79,79]",27
11096,15qhwXDiJmKhZupBvVxPqmtyFxVuR5rX6w,0,"[88,88]",-27
11103,1KHQg6BgfzP8DjpriV71htvvMCwppX4zkH,0,"[95,95]",-27
11128,1pM7NP3jYw61is1BEg4NUSURySzNfR3CA,0,"[120,120]",-27
11208,1AKfDhMSZkBz3gBkfUfmVYp1GRmWCZqxWL,0,"[72,72]",-27
11210,1AzYSe1Bef5AhtQoHJNvWw4KgSxcDw6PpM,0,"[74,74]",-27
11215,12gB1BpQpMKrFMZpmLKCsUEChHts74Y4Mh,0,"[79,79]",27
11228,1Ak5ChMHb5Xo5euQkHGHFbkL231BRYYxP4,0,"[92,92]",-27
11230,199Mf3fuyQDLFPGrQpxyvnjhspnAJLigiZ,0,"[94,94]",-27
11231,14v6AW5eRYBqDtkdQnb85NKYSW4ZsJKMYb,0,"[95,95]",-27
11255,18ZUVgFyMrN1jrPK5netm8DuRSTadwU9sZ,0,"[119,119]",27
11336,1HKVuGSVVv4CJL2CpysaLW6WPVL5g6Kxix,0,"[72,72]",-27
11338,17D5tr86iB2vbmq1gViv8bDtdrk6DEEgVt,0,"[74,74]",-27
11343,1Ao8HgUCnasCLk6UhXg4CGRW3jxzxroGkH,0,"[79,79]",27
11356,1P8UKVNZdr4dQW5UpPTsryXi9jdEmfNWLH,0,"[92,92]",-27
11358,14bbPdfpA5HzCmYhzzujajGznLuwUFjbAX,0,"[94,94]",-27
11383,1Br877cekgxMXEvvQu9vHyZJM5HStHzTW3,0,"[119,119]",27
11465,19wDYnseG1YSRXBbxFkE3exJWf2Cz9Y6ST,0,"[73,73]",-27
11471,18ZkxZTmNhriNaa7i1VEgCujqxjuAmXNNh,0,"[79,79]",27
11480,127bDMYMqqgsGXtvQnuYSPAsKJMr4mseJC,0,"[88,88]",-27
11486,1JhN2XAUP2DFbrUM6tbSet69UumJbzhpDY,0,"[94,94]",-27
11512,1PjyH4eNy5hbyeMiDcsiPXuqxFN1aHn7F5,0,"[120,120]",-27
11592,15EjCqxWWEpGAaWFRBo4GQ4XxcgUPPmWvm,0,"[72,72]",-27
11593,1Q6AJdY9BQYVNCNuGxbWdWusfn7fWhnWdu,0,"[73,73]",-27
11599,1KDS5kZi9MaTiVBvFmtQncPPR5T4u8oS2D,0,"[79,79]",27
11608,14wkoBKRHkxRABcGHxpqDKNj53QnghpMr7,0,"[88,88]",-27
11615,122qRATK4LCfHztjpomzKjw5BmdLMGR5xj,0,"[95,95]",-27
11640,1Ki2ioKyALZd9t1wdt7AiEXWgieoZn8gHr,0,"[120,120]",-27
11720,13bY4gvHBRDZBSAgMLkaXJVaiztXQWzP26,0,"[72,72]",-27
11721,1EDad5kAynDcU81qwnqAxrv7Q3n1WeyvtJ,0,"[73,73]",-27
11727,1BWSykoPtstf7nwJ42qEAKhnd6KJiYu3ed,0,"[79,79]",27
11736,18R7GBqU7m6zPsUXdLL5YQWrig9sbbYaex,0,"[88,88]",-27
11742,1QJJ8gkjbkhxKuxQ5MABJGfiPWJApwPDRm,0,"[94,94]",-27
11743,1126GDuGLQTX3LFHHmjCctdn8WKDjn7QNA,0,"[95,95]",-27
11767,154eyvesFw9TAQw5u67TozTjno3Wb333Yz,0,"[119,119]",27
11848,182JTXXY1Q4yzmtWj4YRXxefZbhwMiTNrN,0,"[72,72]",-27
11850,1GvGirVAud3pvmvFSYytnxYovuopw5theg,0,"[74,74]",-27
11855,17eAmrRELNbffWg255YRZxc677GseWwJeQ,0,"[79,79]",27
11864,1XZ6Yg7EvRf7aJsWKZuvPZ9AVqrFkmhfL,0,"[88,88]",-27
11868,14SxRjJ92wbERf3mDkiSC4ZayqB9v5cdJc,0,"[92,92]",-27
11870,12chSdsRdEjURB6RfLLpos4i2NesicRC6m,0,"[94,94]",-27
11871,1FY2K3JX9QFwimxUrw6SSaSzuZ6a3mxDgu,0,"[95,95]",-27
11895,1JJJUVZnqPyF8UQvYKdQpfJMWVHMPHk7d1,0,"[119,119]",27
11977,1DkqRhwmRWCXh9HLZSgVCVYuiE2WQVjkt1,0,"[73,73]",-27
11978,1CRjQveWdAEEr4RLMW9yKcYt9FviXw1YvQ,0,"[74,74]",-27
11996,1ABPjfXzkoDxdZznDZZYvQ7HXz9w4P1aPn,0,"[92,92]",-27
11998,186aeVU5RYmmK2CWKS3NJsYH99VKvCq6yn,0,"[94,94]",-27
12023,1EiJmFR8bQbwjL5q7n44vLMa8zijayeovj,0,"[119,119]",27
12104,1Bkaw3QbxojyqgFdW3MXhoR56ED3SL6oLo,0,"[72,72]",-27
12105,19rmcrLnC9tYnM2bz2tHeygxgeiLGJFvRg,0,"[73,73]",-27
12111,1MYCru8gwuFfDhQKsWMndRUDy4bTWkLsve,0,"[79,79]",27
12124,1C4A35SPcGVLzoVVZHqYgKzSSAJtRJPWMs,0,"[92,92]",-27
12126,1G2yBmSuoQHAbNaKh4Nn7XQDqJBYPPpuvx,0,"[94,94]",-27
12151,1PBvoZkhMZXnNyUY6myPbZX7BQCtnzL4Gj,0,"[119,119]",27
12152,1DjSYJXPi3p9yXgjDEkYmg4MJ55BqLxjp1,0,"[120,120]",-27
12232,1DckS1TCpfyzoQTvQtiJC6uKqKZ5qTrY5S,0,"[72,72]",-27
12248,15HNjTiguHjrxcaq7exLAzEHxRb1iMpX8U,0,"[88,88]",-27
12254,14qtCdn2kJL7SXjw5z8UaVgdb7bcYSCZ9Z,0,"[94,94]",-27
12279,14uVquwHm3AFwH1mtisjMRJATms1hRZSX3,0,"[119,119]",27
12280,19cbWkP26BDeDxVRJwe1V2P9Xg6JJbHP1J,0,"[120,120]",-27
12360,1DaWYWSGsT9iqXeBENBJ9r17V7Hp3pHMDq,0,"[72,72]",-27
12361,1QCkv7ERgioLPnaTxrhpAtVMAcuCNBjU2W,0,"[73,73]",-27
12367,1L7WMzpjz8quJLYpPXrVB4tx66R1JDZWtV,0,"[79,79]",27
12376,1wyVyTpaumHSRwPjuZDmQECJSAurHWjAg,0,"[88,88]",-27
12380,1ASwupEp1LAzoAP2JdheKUoigJTJ54qqUk,0,"[92,92]",-27
12382,1LYRwg5VYuHAmoCJmvoHquh2sZEQ13xeSA,0,"[94,94]",-27
12383,1HBNrCym2uMyhMG2cirkzNa47pDEWmaWA3,0,"[95,95]",-27
12408,1KxzxWbmVH4RuFhGz4y6d423r4CVWZDgaJ,0,"[120,120]",-27
12488,1Kj3inJjwXxSJHvgYg6prbkHatEtj9De2H,0,"[72,72]",-27
12489,147bYiwR8KMCCENRBxgU9i5uUg9Ly2p3xz,0,"[73,73]",-27
12490,1MGkNasYjrotrNWh2khKDz6AzWrxdtMXDg,0,"[74,74]",-27
12504,14ahoVVXT9WV1xwna7nvqtqh9kVCVBRQYz,0,"[88,88]",-27
12510,12s3LDMo4AvaDUs64hgyJBx6QAqmKLPC2A,0,"[94,94]",-27
12511,1TgvRbUXAEgSNaErh2QUnv4iUsjAhEiNa,0,"[95,95]",-27
12535,19PLihvgUwcNHnyG9ZPTThD7CsNsRdbWMb,0,"[119,119]",27
12536,1F5ZxWuMR8oyJoPvUYoktLyPUa7aWUsBwg,0,"[120,120]",-27
12616,1FisjPuaCarwoiYtHGQxMkQyyKn9Ha5g17,0,"[72,72]",-27
12617,1JKnGEr3zNAJ6eVy7wRsreLR7Jpb5HmjFc,0,"[73,73]",-27
12623,1GYusBeEuccRJSxyfVvf7LGrYjN1CvgsPn,0,"[79,79]",27
12632,1EHB9C9Mm5aaRthvJqRm2hHZUaDDj3p4T6,0,"[88,88]",-27
12638,19sSWGJ1fSYQjDEQN992Thk3Ar6Q7KgM5M,0,"[94,94]",-27
12663,16SvWmkJmQRRfn3ynvqmTjLHJkgx4iLnS9,0,"[119,119]",27
12664,17NikXce9WxwiUocifehSLpgJT4rL5x2Pz,0,"[120,120]",-27
12744,1BAw8MD66gA1uKzxU81Te8nFw72G5UiP7e,0,"[72,72]",-27
12745,1BZCYskxwVVtPMgVVXrvJ3xV3hiPKm8NBK,0,"[73,73]",-27
12746,1CgVNcAosxqZiWpdqT9Uif1JiNZmmYhF1E,0,"[74,74]",-27
12766,1KnbRetsqrYNCFfb5878YL7EQo1JmXDBYP,0,"[94,94]",-27
12767,19hzqxqFT1xeB5CrckF9dpSeyNKZnLQbMX,0,"[95,95]",-27
12791,16WspmnzBV3DE2oYWPrXrYegRqPUdBgbYa,0,"[119,119]",27
12792,1G6SihBxDfDSnNb25K62dBuJH2M8rwYqcR,0,"[120,120]",-27
12872,1FWNfhihi8Q2QMFzvypVAL9fqapA9Wz79s,0,"[72,72]",-27
12873,1Loo8Lw74rtdRA6PqRho8nq86SrNSDg99L,0,"[73,73]",-27
12888,1NkbqHCDg3Syc9T52girGrDNzLfNaQLvPo,0,"[88,88]",-27
12892,1Fyy4oN5oZYQoDqPV5AceQjsDavHwe9iwW,0,"[92,92]",-27
12894,13aDG7G11Vhtb1XLc6zvYHbyWeWnTBHJGf,0,"[94,94]",-27
12895,1HuXLE3hzKqQWvABzfQh94ddvN6TFkHcL4,0,"[95,95]",-27
12920,13kdg8ve7ULyh5rUg6KHfkgq1ToaC3qdts,0,"[120,120]",-27
13000,1JrEWRAPFcZwxY1vi4zstRUknurD4NEpn3,0,"[72,72]",-27
13001,1C9f2BuvYY6jt9ZHSYqnDouoDBpLds1zXj,0,"[73,73]",-27
13002,14HpVTmMswrkBbyfHtx26bKqesbm6F36Cj,0,"[74,74]",-27
13007,1KA6fWKiGxP7mJFibUGVhNEP2UFzA818qZ,0,"[79,79]",27
13016,18pRkaMrPJczHtmkZi5g6haKYh4XNEGP9j,0,"[88,88]",-27
13020,1HyoxLS3LkYvqAx8rPBK1FkTpnQjab73wL,0,"[92,92]",-27
13022,18zGJ2vrScooQxBMFsGEpVG889YF5HPG9Z,0,"[94,94]",-27
13023,13yN1Vi2q3m1P8NtKiqcujfF63QuL51May,0,"[95,95]",-27
13047,126z376Vr4BhAFYpA7upL9C1jU86PHNwpQ,0,"[119,119]",27
13048,13RyT89RaajG7fnLTRzUygGrUf3rm3S66a,0,"[120,120]",-27
13129,15At5uLyvKP7ezKHPSy27TEB4uGMVER3ow,0,"[73,73]",-27
13144,1KH5SrvNhWHJXtLr5EnHsKywKGqGF5LcEc,0,"[88,88]",-27
13151,12r1dcdDQ7DMR6bVdYXb6GLT61mZA188N1,0,"[95,95]",-27
13175,1GpEuXRzd6z7r6JhmngbGo2oXxLzKwFshg,0,"[119,119]",27
13176,15XDXUSW8HMdGbVPiESHANvR2x23X4Fmuo,0,"[120,120]",-27
13258,1826QX753opN1ZmSaoxMRH4Zycu1xRoqFW,0,"[74,74]",-27
13263,1NbRvf7JZRGdPaPokYj162VQPg7ELUBksk,0,"[79,79]",27
13276,17QYoBEmNevYt5ENY1MggL3mKhqAAW4imn,0,"[92,92]",-27
13278,13CGUfgR7FRkych1dyJENAo1ELSH918ewW,0,"[94,94]",-27
13279,1NCQm5VsSK5rfSYDLPVBqRffxeBTk75Afe,0,"[95,95]",-27
13303,1DUtU31ePQAX1poofvLEdmDN56YoQspFzo,0,"[119,119]",27
13304,1KLMi14BVfe9DstFiqLdkDMqmR9rEUFsz7,0,"[120,120]",-27
13386,1CTAYe6uKAh3ScV3sYSzbJ1nyjyNgfnqv9,0,"[74,74]",-27
13391,1HarsPDAcxPSkzP7gThQCKgDFiLxH3p4Ek,0,"[79,79]",27
13400,1NCt6jiGrFE7XyZjmFjxYGnh2Ug4zzN1Cy,0,"[88,88]",-27
13404,1HUajGTSex8JEHrP7pWSi7MPi1G7jTsqVe,0,"[92,92]",-27
13406,1EagtoBTycCy9Z2ARG1DFhWPvUXuL2peoC,0,"[94,94]",-27
13407,13c5g2Jot4knAaqxGmuZSfqBLXXzyJ7kDA,0,"[95,95]",-27
13431,1KhjfwvyBUi7UhxCgxbLbWSsKuJRicQ8K8,0,"[119,119]",27
13432,1MnrnwAHhxuJmKmikA6rZQQwy3VHzLYRi7,0,"[120,120]",-27
13512,17jLo52tE9GzLknAkqnG9T3mFqMFoYSXr,0,"[72,72]",-27
13513,1JFWsmqjSayKsvYt9aHEPer1x42ygbBJtR,0,"[73,73]",-27
13514,1AWbpvRxA4vZw7LyP2BgsPeMCCP4i3HXgL,0,"[74,74]",-27
13519,14kBRLbnLCHqsk2Ui2oY1CCoYYvEPDid3S,0,"[79,79]",27
13528,181z6k2HYVexJxGR218rUzDX2eqm7Zej7Q,0,"[88,88]",-27
13532,1A2WrTmiFFC58hHBsta35QsbnpqfKXA4nk,0,"[92,92]",-27
13535,14XAVayu6oBGC966wEyAhw5Hhhxx6vSWjW,0,"[95,95]",-27
13559,1FyERYiSrhHiysfp3U8dRLAXkJXAFU3XMS,0,"[119,119]",27
13560,1PXZGKSHaRZAoa9NLH91VieS8kQi3zMJou,0,"[120,120]",-27
13640,18c1jri2xH8bjN8FBNt98Jjh4x1guGSLJZ,0,"[72,72]",-27
13641,1MwQjbDXShr954n8UrnswLK3nVpBvYUgsr,0,"[73,73]",-27
13642,1KhMQc2J4ussuB3mpwbJrLmGmESiG1Zf4r,0,"[74,74]",-27
13647,1HpU5Gf7yop4SDwQ7KvWfsQ7qasd2ritRS,0,"[79,79]",27
13660,12FR2JeiYfb8yCgCPKw8bMdwstZLHEZVkV,0,"[92,92]",-27
13663,1MvkH4j4hgMCMuAAjaLrZa3wLiUY3PnaHD,0,"[95,95]",-27
13688,1MJx2EMuxWeN5dqEFvs7qpqYT4dy6ET3nf,0,"[120,120]",-27
13768,16yztjUsQ1aM5Qem7e7c1GCFxLTxVwRLVo,0,"[72,72]",-27
13769,1BnhcPjCsde4z5gLToY7kF7iZ8XaJnmGoJ,0,"[73,73]",-27
13775,1KTkbmTpcx1wr4Y4bV6ESENrCJzRRdiyrH,0,"[79,79]",27
13784,1C6kQYNPVttnehKNGsQyTeQefWv6ihNiHz,0,"[88,88]",-27
13788,1GGMRmEyo9kk7kirxBAsYdzhUa3fqWFFXV,0,"[92,92]",-27
13790,1TaM8QQ3qTgj8KKNRJjrgyFfEFHAcFN6g,0,"[94,94]",-27
13791,1CpewSWNbc1VgQvddHShEouPHkAWfDig9Z,0,"[95,95]",-27
13815,1H2pFhpmmS5HBzDZ2anerCCsqQ2GAXTrvS,0,"[119,119]",27
13903,1CsrZQ6k5o6Fb39m2G8k94z85L4xVy6QD5,0,"[79,79]",27
13916,18qSaQsHcUt6fVsRRghYrjbVBwdoTpYTsH,0,"[92,92]",-27
13919,15nofJ7dbAhfBz65rzLMzNX36CoKaawsvy,0,"[95,95]",-27
13943,1rRjbeYWa2WPWgTe5zj4jKWAfieAuQh1U,0,"[119,119]",27
13944,13wnYPGeLhUMQqFViDLxM5WP6pfUyKFNoi,0,"[120,120]",-27
14024,1CpoZG26vso4nXeCxNwG4XySbUzLkFb2pA,0,"[72,72]",-27
14025,1CDZMxEdBQ4JyQ7eJ9xMpqTPfqNiVWvKbN,0,"[73,73]",-27
14026,161CGMNiaWBtJUJUyciYMYEjaimWiBJ3Bq,0,"[74,74]",-27
14031,14PR9xLfNWf9XAx3Xcu18kUkguxPw19DZB,0,"[79,79]",27
14040,1AGZvp5SRrD6Ryv98hTJAGizctZooD8ejV,0,"[88,88]",-27
14046,1FTo6vXtAt3NFjQ5YbVYYzL5geRA2BdhsY,0,"[94,94]",-27
14071,19h9D4NXJtMkzomKPMSrfXePx2GdsHs9ne,0,"[119,119]",27
14072,1Q18mwXdV6RHDHn6H6jSVT8vS87TqVMUdh,0,"[120,120]",-27
14152,1APR4HUKo1dUyQUYm2m9UeyP2LiZdJWe5n,0,"[72,72]",-27
14153,1Grfhh6zfWePbU4LWyZtqFcUDaJptXJLVe,0,"[73,73]",-27
14154,17uQp8ygGECk5AJ1Bs82RgH7LfcLLnxMsk,0,"[74,74]",-27
14168,1CPzehRXLkeQ52PoMkm8jx8tVYpQ3tWWZA,0,"[88,88]",-27
14172,13pcrfQH4P4nNdsqDdefwecsmF2BPK91eX,0,"[92,92]",-27
14174,1Ph5XQtNNZAcuBykpYPEyfQQ1j7xg3DptA,0,"[94,94]",-27
14200,1APAFy1pm9nBTRZeVkynhXNQBFAyCEEzu8,0,"[120,120]",-27
14280,16Sc6c1vvbqZc472n3HDLDEF3V5KMMe2d3,0,"[72,72]",-27
14281,1C7ZFEx8uiZ7ptjV9cEshVmd3XQNd7ixrg,0,"[73,73]",-27
14287,1CvpDLTsyjCTMmGc7YgLCpP4raSMJGnaHc,0,"[79,79]",27
14300,15nMsFNGxrtG7uQtksir1ZjnqpXN132D8X,0,"[92,92]",-27
14302,1DR8dczhTEjanVbP55eAKRc84of5bWuBqH,0,"[94,94]",-27
14408,1LTdxjqqnEdADJDXJGrBsLPrwiQyn8TGd3,0,"[72,72]",-27
14409,16rspPCe3dFqPJnx2FPWUn6ZhJT4aBf1Yx,0,"[73,73]",-27
14410,18pmWRHzCHbmiQD5mXGnq1WBAaqqGv7dy7,0,"[74,74]",-27
14428,1Q5RAw9ZKNSijPtoUZBkhx6LcnABTJy1Wh,0,"[92,92]",-27
14431,1A5AW24EpDDJZERNHr6xEe1E71DhjEJHTQ,0,"[95,95]",-27
14455,15H68RFDrzys26HPQA7JTEgpWYxbLGrpZ3,0,"[119,119]",27
14543,14RN1zyjDfiXAPWyhxHmBR6wbtB7voQP1D,0,"[79,79]",27
14552,17SxLVyo8JJaskboK1qVpyYwdnYsqESqMK,0,"[88,88]",-27
14556,1ALtHChhajYdcRdp3y9UTEAmaxdbiJQajF,0,"[92,92]",-27
14558,19ux4bvjWvqNiaF77fxj4ErdvdsiGTxUdK,0,"[94,94]",-27
14559,1CYj92YsKF61P1wLtUNCYP8bevaNRBGmaD,0,"[95,95]",-27
14583,1B3R3qAWinFx8Y4tvHStg6tmKCXmamn2uS,0,"[119,119]",27
14664,1jeohchqwCHa4rSKJ8zWEJJP5TBUREFNE,0,"[72,72]",-27
14666,19yJKSqpxkPyiof9rNviPkx6AbihPK6Y94,0,"[74,74]",-27
14671,14dhAFHd8cCEhPNpwueacQ35TBUtUonjaB,0,"[79,79]",27
14680,1AGswoRJvt925wByVZeoJmaCChAgNB4Hs2,0,"[88,88]",-27
14684,1Ma6F4EgH6SxT7z55NrZwkvkHBBeFDNTEA,0,"[92,92]",-27
14686,1MYbnLWWYfpAorJVSmH131x3HhNpLr2wXR,0,"[94,94]",-27
14687,1JXz2sLLDN7BUimzNU1hD9GQbMxfzSSkru,0,"[95,95]",-27
14711,1KLUhhEC6MFdrvbDqhxKAMPd7pTRN1bFd,0,"[119,119]",27
14712,1PYVhcFT4NSaFugVPkwCGbfCyPMLCxvfi3,0,"[120,120]",-27
14792,1H4mek94vT6YhUhNzinAd3zPrEPAw2rviZ,0,"[72,72]",-27
14793,1BWfrmxvwcGDtNbXcxapFm3z2EfU1fG8m3,0,"[73,73]",-27
14794,1KMzdVAtgAujchgezxvn4Vbwxu5z8qCroE,0,"[74,74]",-27
14799,1KP95gCTK3bMbLygVypZtR1A8RSC7waoFR,0,"[79,79]",27
14808,17gRiSJLyQZnLMasgmUGZqV5HMJhWN4aRK,0,"[88,88]",-27
14812,18sEcYmn7h3jtD3d1wGijbDZgQgjyrYpzv,0,"[92,92]",-27
14814,1P71RfwSUyxCrP7NcbHBou5dmaV8aH9JLi,0,"[94,94]",-27
14839,1DftQgpsbyebBkfMKCnfKff9P8oMgCVVyT,0,"[119,119]",27
14840,1GUo9fsDR6oxRFrjWo9yNfUN2BbUD7663i,0,"[120,120]",-27
14921,1LsZdororLqEGvNahonripJwWcbpkco3RZ,0,"[73,73]",-27
14922,14KXMjjSjtDyHKJcXhDhtvCf93nQ7yZasL,0,"[74,74]",-27
14927,1Agk1NVQjMMfVFVMFhMCqgHkJGpPq7Kfe5,0,"[79,79]",27
14940,1z595sQTWpxymju92QSrbsfLhovPkojHG,0,"[92,92]",-27
14943,1AADF74M9Bicom7cMUbv13AW4oJetKiypt,0,"[95,95]",-27
14967,1GfpLQxohJdACHBC73S8yZq5dcwyEkRVHV,0,"[119,119]",27
14968,127LJGQXFgMnya4yBhmqmBVgGeNVBUf9Hz,0,"[120,120]",-27
15048,1KsSb2rgLTTyx5Ep2UKu9Vw1jQC9dK4GQF,0,"[72,72]",-27
15049,15dUZAC257azw9xMFhYL5pSYdwvq7W2G5T,0,"[73,73]",-27
